,source,target,type,url,content
230,FORMIND,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
231,FOXSTREAM,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
232,FRANCOFA-EURODIS,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
233,GAARD,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
234,GAVEAU A.M.O.,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
235,GEMALTO,reconnaissance faciale,fonctionnalité,https://www2.assemblee-nationale.fr/content/download/82754/922439/version/1/file/Note+Scientifique+-+Reconnaissance+Faciale+-+VF+19072019.pdf,
236,GEMALTO,HATVP,fait du lobbying,https://www.hatvp.fr/fiche-organisation/?organisation=502999626#&fiche=19V0ML5H,Comprendre le rôle et le fonctionnement de l’institution chargée de promouvoir la probité des responsables publics.
237,GENETEC,PERIFEM,est membre de,https://www.hatvp.fr/fiche-organisation/?organisation=321702755,clients ou mandants 322 clients ou mandants pour lesquels  PERIFEM exerce ou a exercé  des activités de représentation d'intérêtsClients actuels  • AHT COOLING SYSTEMS FRANCE   • ALTAREA COGEDIM ENTREPRISE HOLDING   • ATLANTIC CLIMATISATION ET TRAITEMENT D'AIR COMMERCE   • BOTANIC-SERRES DU SALEVE   • CATALINA MARKETING FRANCE SAS   • CHECKPOINT SYSTEMS FRANCE SAS   • COOLING SYSTEM ASSISTANCE   • DAHUA TECHNOLOGY FRANCE   • DAIKIN AIRCONDITIONING FRANCE   • DELTA SECURITY SOLUTIONS   • EMERSON CLIMATE TECHNOLOGIES SARL   • ENERGIE TRANSFERT THERMIQUE   • ERGONOMIC SOLUTIONS SAS   • ETS HORTICOLES GEORGES TRUFFAUT   • EUROVENT CERTITA CERTIFICATION   • FONTAINE INVESTISSEMENTS   • GATEKEEPER SYSTEMS GMBH   • HANWHA TECHWIN EUROPE LIMITED   • JOHNSON CONTROLS HITACHI AIR CONDITIONING EUROPE SAS   • L'IMMOBILIERE CASTORAMA   • LABORATOIRES DE BIOLOGIE VEGETALE YVES ROCHER   • LE BON MARCHE  MAISON ARISTIDE BOUCICAUT   • MAGASINS GALERIES LAFAYETTE   • MAISONS DU MONDE FRANCE   • MITSUBISHI ELECTRIC EUROPE B.V.   • PANASONIC MARKETING EUROPE   • PROTECTIM SECURITY SERVICES SAS   • RECORD PORTES AUTOMATIQUES   • SAINT GOBAIN GLASS FRANCE   • SCHNEIDER ELECTRIC FRANCE   • SECURITAS TECHNOLOGY SERVICES SAS   • SOC ASSAINISSEMENT RATIONNEL ET POMPAGE   • SOC COOPER GROUPEM ACHAT CENTRE LECLERC   • SUD-OUEST TELESURVEILLANCE   • TOKHEIM SERVICES FRANCE   • TYCO INTEGRATED FIRE & SECURITY FRANCE   • UTC FIRE & SECURITY FRANCE SAS  Anciens clients  • ACHAT CONSEIL EXPLOITATION   • ACTIVE DATA BUILDING SERVICES   • ALS RETAIL SERVICES LTD   • BOSCH SECURITY SYSTEMS FRANCE SAS   • CARREFOUR ADMINISTRATIF FRANCE   • CARRIER REFRIGERATION DISTRIBUTION FRANCE SAS   • DAIKIN CHEMICAL EUROPE GMBH   • DS SMITH PACKAGING FRANCE   • E.ON CONNECTING ENERGIES   • FORMATION PREVENTION SECURITE GENERALE   • GLORY GLOBAL SOLUTIONS FRANCE   • GROUPE TRIOMPHE SECURITE   • GROW INTERNATIONAL-COMITE EUROPEEN DES EMBALLAGES LEGERS EN BOIS   • ITAB SHOP PRODUCTS FRANCE   • LES ATELIERS REUNIS - CADDIE   • OBERTHUR CASH PROTECTION   • PROCEDO PRIVATE SECURITY SARL   • PROSEGUR SECURITY HOLDING FRANCE   • STANLEY SECURITY FRANCE
238,GENETEC,VMS - hyperviseur,fonctionnalité,,
239,GENETEC,WINTICS,fonctionne avec,https://www.ugap.fr/bff/bff-fiche-fournisseur-prod/api/v1/fiches/23787/documents/17729/actions/telecharger,
240,GENETEC,XXII GROUP,fonctionne avec,https://www.genetec.com/partners/partner-integration-hub/xxii,"Founded in 2015 by William Eldin and Dam Mulhem, XXII is a scale-up expert in real-time video analysis and artificial intelligence. XXII provides  XXIICORE, a best-in-class platform deploying and configuring algorithms for video stream analysis. With a proven history of success, XXIICORE has already convinced companies in many sectors and local authorities, whose teams measure the benefits of video analysis assisted by algorithms every day. With more than 80 employees, XXII is now based in more than 5 countries: France, Germany, Spain, Switzerland, Middle East, and the US."
241,GENETEC,ULTINOUS,fonctionne avec,https://www.genetec.com/partners/partner-integration-hub/ultinous,"Ultinous, a Swedish-Hungarian R&D company, harnesses 99+ years of cumulative experience in Machine and Deep Learning. Our mission is to bring the forefront of AI video analytics research to life, translating it into practical business applications that create safe work environments. Our solutions fuse security, safety, and video data analytics into a single source. Integrate our out-of-the-box AI modules flexibly with your existing surveillance system."
242,GENETEC,VIISIGHTS,fonctionne avec,https://www.genetec.com/partners/partner-integration-hub/viisights,"Page not found!!!
The page you requested was not found in this site."
243,GENETEC,ONEBERRY,fonctionne avec,https://www.genetec.com/partners/partner-integration-hub/oneberry,"Oneberry Technologies Pte Ltd is a specialist technology and service provider of productivity enabled Security and Surveillance Solutions in Singapore. With a strong focus on innovation initiatives around automation, and the unification of physical security and technology, Oneberry provide clients with seamless solutions to enhance their security and operational processes, while increasing productivity, and ultimately lowering overall security costs."
244,GENETEC,VAIDIO,fonctionne avec,https://www.genetec.com/partners/partner-integration-hub/ironyun/vaidio,"Vaidio AI Vision Platform
The Vaidio AI Vision Platform adds advanced, real-time video analytics to existing cameras and video systems to enhance security, safety, and operational efficiency. With over 30 AI-powered analytics, Vaidio helps organizations detect, search, and respond to events faster and more accurately.

The joint solution between the Vaidio AI Vision Platform and Genetec Security Center empowers customers to enhance security, safety, and efficiency through real-time, AI-driven video analytics. Organizations can achieve faster incident response, more accurate detection, and streamlined forensic investigations across a wide range of environments.
Vaidio connects directly to video streams from cameras or via Security Center. AI-powered analytics, including intrusion detection, face and person search, license plate recognition, and more run in real time. When an event is detected, Vaidio automatically triggers a custom event and alarm in Security Center, including the type of event, source camera, and a snapshot of the incident.
Together, Vaidio and Security Center deliver a seamless, integrated solution that extends the power of your VMS with scalable, smart analytics to help customers move from passive monitoring to proactive response.
 
 
https://www.youtube.com/watch?v=-6erxmkOU5M"
245,GENETEC,OMNILERT,fonctionne avec,https://www.genetec.com/partners/partner-integration-hub/omnilert/omnilert-gun-detect,"Protect your people from gun violence by identifying firearms at first sight – before shots are fired.

Omnilert Gun Detect, an AI-powered visual gun detections system, transforms existing security cameras from a forensic tool into a 24x7 monitor for gun threats. The A.I.-powered software rapidly recognizes firearms and sends an alert with an image of the detection, close-up image of the gun, camera name and location as well as a video snippet to Omnilert Monitoring centers or customer security teams for verification. The Genetec integration enables unverified or verified alerts to be published directly into Genetec Security Center for response escalation and orchestration.

Whether verified directly in Security Center or outside the platform, confirmed gun threats are bookmarked on the timeline and brings the associated camera and live view to the forefront. The system will then carry out a pre-planned response that may include contacting first responders and activating complex scenarios though Omnilert and/or Security Center such as setting off alarms, locking doors, and sending messages to onsite personnel.

The integration supports selectable bookmarking and/or alarming of cameras in Security Center in response to a gun detection. To speed deployment of Omnilert Gun Detect, automatic camera configuration is supported, including ingestion of IP address, camera name and location."
246,GENETEC,I-PRO,fonctionne avec,https://www.genetec.com/partners/partner-integration-hub/i-pro/activeguard,"Genetec Security Center and i-PRO Active Guard plug-in work together to create a proactive security solution and ultimately a safer environment for people.

Easy and quick search for images based on the industry’s largest number of search attributes which include gender, age, clothing color, facial characteristics, vehicle color and direction, and many more. These can be also used to trigger alerts to live events.

Free from expensive analysis servers as detection and attribute analysis is running on i-PRO AI network cameras and video management operation is available by Genetec Security Center.
Download i-PRO Active Guard plug-in software and manual"
247,GIORDANA INGENIERIE,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
248,GOSECURE,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
249,GROUPE PERIN SÉCURITÉ,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
250,GROUPE PERIN SÉCURITÉ,PERIFEM,est membre,https://www.hatvp.fr/fiche-organisation/?organisation=321702755,clients ou mandants 322 clients ou mandants pour lesquels  PERIFEM exerce ou a exercé  des activités de représentation d'intérêtsClients actuels  • AHT COOLING SYSTEMS FRANCE   • ALTAREA COGEDIM ENTREPRISE HOLDING   • ATLANTIC CLIMATISATION ET TRAITEMENT D'AIR COMMERCE   • BOTANIC-SERRES DU SALEVE   • CATALINA MARKETING FRANCE SAS   • CHECKPOINT SYSTEMS FRANCE SAS   • COOLING SYSTEM ASSISTANCE   • DAHUA TECHNOLOGY FRANCE   • DAIKIN AIRCONDITIONING FRANCE   • DELTA SECURITY SOLUTIONS   • EMERSON CLIMATE TECHNOLOGIES SARL   • ENERGIE TRANSFERT THERMIQUE   • ERGONOMIC SOLUTIONS SAS   • ETS HORTICOLES GEORGES TRUFFAUT   • EUROVENT CERTITA CERTIFICATION   • FONTAINE INVESTISSEMENTS   • GATEKEEPER SYSTEMS GMBH   • HANWHA TECHWIN EUROPE LIMITED   • JOHNSON CONTROLS HITACHI AIR CONDITIONING EUROPE SAS   • L'IMMOBILIERE CASTORAMA   • LABORATOIRES DE BIOLOGIE VEGETALE YVES ROCHER   • LE BON MARCHE  MAISON ARISTIDE BOUCICAUT   • MAGASINS GALERIES LAFAYETTE   • MAISONS DU MONDE FRANCE   • MITSUBISHI ELECTRIC EUROPE B.V.   • PANASONIC MARKETING EUROPE   • PROTECTIM SECURITY SERVICES SAS   • RECORD PORTES AUTOMATIQUES   • SAINT GOBAIN GLASS FRANCE   • SCHNEIDER ELECTRIC FRANCE   • SECURITAS TECHNOLOGY SERVICES SAS   • SOC ASSAINISSEMENT RATIONNEL ET POMPAGE   • SOC COOPER GROUPEM ACHAT CENTRE LECLERC   • SUD-OUEST TELESURVEILLANCE   • TOKHEIM SERVICES FRANCE   • TYCO INTEGRATED FIRE & SECURITY FRANCE   • UTC FIRE & SECURITY FRANCE SAS  Anciens clients  • ACHAT CONSEIL EXPLOITATION   • ACTIVE DATA BUILDING SERVICES   • ALS RETAIL SERVICES LTD   • BOSCH SECURITY SYSTEMS FRANCE SAS   • CARREFOUR ADMINISTRATIF FRANCE   • CARRIER REFRIGERATION DISTRIBUTION FRANCE SAS   • DAIKIN CHEMICAL EUROPE GMBH   • DS SMITH PACKAGING FRANCE   • E.ON CONNECTING ENERGIES   • FORMATION PREVENTION SECURITE GENERALE   • GLORY GLOBAL SOLUTIONS FRANCE   • GROUPE TRIOMPHE SECURITE   • GROW INTERNATIONAL-COMITE EUROPEEN DES EMBALLAGES LEGERS EN BOIS   • ITAB SHOP PRODUCTS FRANCE   • LES ATELIERS REUNIS - CADDIE   • OBERTHUR CASH PROTECTION   • PROCEDO PRIVATE SECURITY SARL   • PROSEGUR SECURITY HOLDING FRANCE   • STANLEY SECURITY FRANCE
251,HANWHA TECHWIN,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
252,HANWHA TECHWIN,PERIFEM,est membre,https://www.hatvp.fr/fiche-organisation/?organisation=321702755,clients ou mandants 322 clients ou mandants pour lesquels  PERIFEM exerce ou a exercé  des activités de représentation d'intérêtsClients actuels  • AHT COOLING SYSTEMS FRANCE   • ALTAREA COGEDIM ENTREPRISE HOLDING   • ATLANTIC CLIMATISATION ET TRAITEMENT D'AIR COMMERCE   • BOTANIC-SERRES DU SALEVE   • CATALINA MARKETING FRANCE SAS   • CHECKPOINT SYSTEMS FRANCE SAS   • COOLING SYSTEM ASSISTANCE   • DAHUA TECHNOLOGY FRANCE   • DAIKIN AIRCONDITIONING FRANCE   • DELTA SECURITY SOLUTIONS   • EMERSON CLIMATE TECHNOLOGIES SARL   • ENERGIE TRANSFERT THERMIQUE   • ERGONOMIC SOLUTIONS SAS   • ETS HORTICOLES GEORGES TRUFFAUT   • EUROVENT CERTITA CERTIFICATION   • FONTAINE INVESTISSEMENTS   • GATEKEEPER SYSTEMS GMBH   • HANWHA TECHWIN EUROPE LIMITED   • JOHNSON CONTROLS HITACHI AIR CONDITIONING EUROPE SAS   • L'IMMOBILIERE CASTORAMA   • LABORATOIRES DE BIOLOGIE VEGETALE YVES ROCHER   • LE BON MARCHE  MAISON ARISTIDE BOUCICAUT   • MAGASINS GALERIES LAFAYETTE   • MAISONS DU MONDE FRANCE   • MITSUBISHI ELECTRIC EUROPE B.V.   • PANASONIC MARKETING EUROPE   • PROTECTIM SECURITY SERVICES SAS   • RECORD PORTES AUTOMATIQUES   • SAINT GOBAIN GLASS FRANCE   • SCHNEIDER ELECTRIC FRANCE   • SECURITAS TECHNOLOGY SERVICES SAS   • SOC ASSAINISSEMENT RATIONNEL ET POMPAGE   • SOC COOPER GROUPEM ACHAT CENTRE LECLERC   • SUD-OUEST TELESURVEILLANCE   • TOKHEIM SERVICES FRANCE   • TYCO INTEGRATED FIRE & SECURITY FRANCE   • UTC FIRE & SECURITY FRANCE SAS  Anciens clients  • ACHAT CONSEIL EXPLOITATION   • ACTIVE DATA BUILDING SERVICES   • ALS RETAIL SERVICES LTD   • BOSCH SECURITY SYSTEMS FRANCE SAS   • CARREFOUR ADMINISTRATIF FRANCE   • CARRIER REFRIGERATION DISTRIBUTION FRANCE SAS   • DAIKIN CHEMICAL EUROPE GMBH   • DS SMITH PACKAGING FRANCE   • E.ON CONNECTING ENERGIES   • FORMATION PREVENTION SECURITE GENERALE   • GLORY GLOBAL SOLUTIONS FRANCE   • GROUPE TRIOMPHE SECURITE   • GROW INTERNATIONAL-COMITE EUROPEEN DES EMBALLAGES LEGERS EN BOIS   • ITAB SHOP PRODUCTS FRANCE   • LES ATELIERS REUNIS - CADDIE   • OBERTHUR CASH PROTECTION   • PROCEDO PRIVATE SECURITY SARL   • PROSEGUR SECURITY HOLDING FRANCE   • STANLEY SECURITY FRANCE
253,HARPER INGENIERIE,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
254,HCD,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
255,HIKVISION,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
256,HIKVISION,PERIFEM,est membre de,https://www.hatvp.fr/fiche-organisation/?organisation=321702755,clients ou mandants 322 clients ou mandants pour lesquels  PERIFEM exerce ou a exercé  des activités de représentation d'intérêtsClients actuels  • AHT COOLING SYSTEMS FRANCE   • ALTAREA COGEDIM ENTREPRISE HOLDING   • ATLANTIC CLIMATISATION ET TRAITEMENT D'AIR COMMERCE   • BOTANIC-SERRES DU SALEVE   • CATALINA MARKETING FRANCE SAS   • CHECKPOINT SYSTEMS FRANCE SAS   • COOLING SYSTEM ASSISTANCE   • DAHUA TECHNOLOGY FRANCE   • DAIKIN AIRCONDITIONING FRANCE   • DELTA SECURITY SOLUTIONS   • EMERSON CLIMATE TECHNOLOGIES SARL   • ENERGIE TRANSFERT THERMIQUE   • ERGONOMIC SOLUTIONS SAS   • ETS HORTICOLES GEORGES TRUFFAUT   • EUROVENT CERTITA CERTIFICATION   • FONTAINE INVESTISSEMENTS   • GATEKEEPER SYSTEMS GMBH   • HANWHA TECHWIN EUROPE LIMITED   • JOHNSON CONTROLS HITACHI AIR CONDITIONING EUROPE SAS   • L'IMMOBILIERE CASTORAMA   • LABORATOIRES DE BIOLOGIE VEGETALE YVES ROCHER   • LE BON MARCHE  MAISON ARISTIDE BOUCICAUT   • MAGASINS GALERIES LAFAYETTE   • MAISONS DU MONDE FRANCE   • MITSUBISHI ELECTRIC EUROPE B.V.   • PANASONIC MARKETING EUROPE   • PROTECTIM SECURITY SERVICES SAS   • RECORD PORTES AUTOMATIQUES   • SAINT GOBAIN GLASS FRANCE   • SCHNEIDER ELECTRIC FRANCE   • SECURITAS TECHNOLOGY SERVICES SAS   • SOC ASSAINISSEMENT RATIONNEL ET POMPAGE   • SOC COOPER GROUPEM ACHAT CENTRE LECLERC   • SUD-OUEST TELESURVEILLANCE   • TOKHEIM SERVICES FRANCE   • TYCO INTEGRATED FIRE & SECURITY FRANCE   • UTC FIRE & SECURITY FRANCE SAS  Anciens clients  • ACHAT CONSEIL EXPLOITATION   • ACTIVE DATA BUILDING SERVICES   • ALS RETAIL SERVICES LTD   • BOSCH SECURITY SYSTEMS FRANCE SAS   • CARREFOUR ADMINISTRATIF FRANCE   • CARRIER REFRIGERATION DISTRIBUTION FRANCE SAS   • DAIKIN CHEMICAL EUROPE GMBH   • DS SMITH PACKAGING FRANCE   • E.ON CONNECTING ENERGIES   • FORMATION PREVENTION SECURITE GENERALE   • GLORY GLOBAL SOLUTIONS FRANCE   • GROUPE TRIOMPHE SECURITE   • GROW INTERNATIONAL-COMITE EUROPEEN DES EMBALLAGES LEGERS EN BOIS   • ITAB SHOP PRODUCTS FRANCE   • LES ATELIERS REUNIS - CADDIE   • OBERTHUR CASH PROTECTION   • PROCEDO PRIVATE SECURITY SARL   • PROSEGUR SECURITY HOLDING FRANCE   • STANLEY SECURITY FRANCE
257,HIKVISION,cameras,est fabriquant de,https://www.hikvision.com/fr/core-technologies/ai-analytics/facial-recognition/,"Welcome to our site, this page need you to login with One Hikvision ID.
If you want to view the solution content, please sign in and register with your Hikvision account. If you don't, you can set up a free hikid in the next step and apply for permission to view it
Go log in"
258,HUAWEI,ville de Valenciennes,est utilisé par,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/cion-cedu/l16cion-cedu2223034_compte-rendu,"Commission des affaires culturelles et de l'éducation


Accéder à la page de la commission"
259,IBS’ON,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
260,IDEMIA,reconnaissance faciale,fonctionnalité,https://www2.assemblee-nationale.fr/content/download/82754/922439/version/1/file/Note+Scientifique+-+Reconnaissance+Faciale+-+VF+19072019.pdf,
261,IDEMIA,HATVP,fait du lobbying,https://www.hatvp.fr/fiche-organisation/?organisation=340709534#&fiche=DVSJ8S8V,Comprendre le rôle et le fonctionnement de l’institution chargée de promouvoir la probité des responsables publics.
262,IDEMIA IDENTITY SECURITY,UGAP,est fourni par,https://www.ugap.fr/idemia-f17257,La page de présentation du fournisseur n° 17257 est inexistante.
263,IDEMIA IDENTITY SECURITY,GICAT,est membre,https://www.hatvp.fr/fiche-organisation/?organisation=344322722,clients ou mandants 347 clients ou mandants pour lesquels  GICAT exerce ou a exercé  des activités de représentation d'intérêtsClients actuels  • AERO-NAUTIC SERVICES & ENGINEERING   • ASB AEROSPATIALE BATTERIES   • ASSISTANCE AERONAUTIQUE ET AEROSPATIALE   • BEARINGPOINT FRANCE SAS   • BREN-TRONICS INTERNATIONAL SOLUTIONS SARL   • CABLAGE ELECTRONIQUE PROFESSIONNEL AERO   • CENTRE ETUDE SYSTEME TECHNIQUE AVANCE   • CGI FRANCE DEFENSE ET SPATIAL SAS   • COMPAGNIE INDUSTRIELLE DES LASERS CILAS   • CONCESSIONNAIRES SERVICES   • CONSTRUCTIONS INDUSTRIELLES MEDITERRANEE   • CS SYSTEMES D'INFORMATION   • DAIMLER TRUCK FRANCE S.A.S.U.   • DEFENSE CONSEIL INTERNATIONAL SCES ASSIS   • DEFENSE EQUIPEMENT CONSEIL   • EM2 L'EMBALLAGE MODERNE   • ETABLISSEMENTS A. DESCHAMPS ET FILS   • EURO BENGALE ORGANISATION   • FIDUCIAL SECURITE SYSTEMES EN ABREGE FIDUCIAL SECURITE   • FISCHER CONNECTORS SARL   • FORTRESS ADVANCED TECHNOLOGIES SAS   • GACHES CHIMIE SPECIALITES   • GROUP INTERPRO LOGIST EQUIP PETROLIERS   • GROUPE LEGENDRE FINANCES   • HGH SYSTEMES INFRAROUGES   • IDEMIA IDENTITY & SECURITY FRANCE   • INGENIERIE - SERVICES - DEVELOPPEMENT   • INGENIERIE GEOGRAPHIQUE NUMERIQUE FRANCAISE A L INTERNATIONAL   • INGEROP CONSEIL ET INGENIERIE (ICI)   • INSTITUT FRANCAIS D'ENSEIGNEMENT STRATEGIQUE ET OPERATIF   • JOHN COCKERILL DEFENSE FRANCE   • KAPI-KONCEPT D'AUTOMATISMES POUR L'INDUSTRIE   • MANKIEWICZ FRANCE GESTION   • MANUFACTURE DU HAUT RHIN   • MECHANICAL SPARE PARTS FRANCE   • ROCKWELL COLLINS FRANCE   • SCHNEIDER ELECTRIC FRANCE   • SEGULA MATRA AUTOMOTIVE   • SOCIETE D'APPLICATION DES PROCEDES LEFEBVRE   • SOCIETE D'ETUDES ET DE REALISATIONS THERMIQUES   • SOCIETE DES USINES QUIRI & CIE   • SOCIETE ETIENNE LACROIX TOUS ARTIFICES   • SOCIETE NOUVELLE ZHENDRE   • SYSTEMES ET TELECOMMUNICATIONS SA   • TERRANG MP - SEC FRANCE   • TRELLEBORG CLERMONT-FERRAND  Anciens clients  • APPLIC TECHN ETUDES REALIS MECAN ELEC SY   • ATELIERS CONSTRUC MECANIQUE HONFLEUR   • CABINET BESSE TRANSPORTS RISQUES DIVERS   • CRYSTAL SYSTEM CONSULTING   • ELECTRONIC VISION TECHNOLOGIES   • MIRION TECHNOLOGIES (IST FRANCE)   • OFF NAT ETUDES RECHERCHES AEROSPATIALES   • SAINT FRERES CONFECTION   • SOCIETE INDUSTRIELLE POUR LE DEVELOPPEMENT DE LA SECURITE   • SOCIETE NOUVELLE APILOG AUTOMATION   • ZODIAC AEROSAFETY SYSTEMS
264,IER,UGAP,est fourni par,https://www.ugap.fr/impression-f2137,"Verbalisation électronique (TePV) :
  - Certification ANTAI, légitimant les procédures.
  - Utilisation de technologies sécurisées, assurant l'intégrité et la confidentialité des données.
  - Intégration de fonctionnalités avancées, optimisant l'efficacité des interventions sur le terrain.
 - Une Hotline niveau 1 disponible 7J/7 et 24H/24 avec une possibilité de pilotage à distance.

Forfait post-stationnement (TeFPS) et modules associés :
 - Système complet, incluant le Recours administratif préalable obligatoire (RAPO), service ayants droit et abonnés, serveur FPS, et concentrateur de tickets virtuels, assurant une gestion exhaustive et transparente du stationnement.
 - Intégration de mécanismes de sécurisation des transactions et de gestion des contestations, garantissant une procédure fiable et équitable.
 - Utilisation de protocoles de communication sécurisés, assurant la confidentialité des données et la protection des informations sensibles.
 - Interfaçabilité avec les principaux outils du marché utilisés par les polices municipales tels que concentrateurs, serveurs de tickets, véhicules LAPI.

Contrôle du stationnement payant LAPI :
 - Déploiement d'un dispositif performant permettant la lecture automatique des plaques d'immatriculation des véhicules, augmentant l'efficacité des opérations de contrôle.
  - Intégration de technologies de reconnaissance optique de caractères pour une identification précise des véhicules, réduisant les risques d'erreur.
 - Liaison avec des bases de données centralisées pour une validation rapide et efficace des informations recueillies"
265,IER,BOLLORE,a pour actionnaire,https://www.ugap.fr/impression-f2137,"Verbalisation électronique (TePV) :
  - Certification ANTAI, légitimant les procédures.
  - Utilisation de technologies sécurisées, assurant l'intégrité et la confidentialité des données.
  - Intégration de fonctionnalités avancées, optimisant l'efficacité des interventions sur le terrain.
 - Une Hotline niveau 1 disponible 7J/7 et 24H/24 avec une possibilité de pilotage à distance.

Forfait post-stationnement (TeFPS) et modules associés :
 - Système complet, incluant le Recours administratif préalable obligatoire (RAPO), service ayants droit et abonnés, serveur FPS, et concentrateur de tickets virtuels, assurant une gestion exhaustive et transparente du stationnement.
 - Intégration de mécanismes de sécurisation des transactions et de gestion des contestations, garantissant une procédure fiable et équitable.
 - Utilisation de protocoles de communication sécurisés, assurant la confidentialité des données et la protection des informations sensibles.
 - Interfaçabilité avec les principaux outils du marché utilisés par les polices municipales tels que concentrateurs, serveurs de tickets, véhicules LAPI.

Contrôle du stationnement payant LAPI :
 - Déploiement d'un dispositif performant permettant la lecture automatique des plaques d'immatriculation des véhicules, augmentant l'efficacité des opérations de contrôle.
  - Intégration de technologies de reconnaissance optique de caractères pour une identification précise des véhicules, réduisant les risques d'erreur.
 - Liaison avec des bases de données centralisées pour une validation rapide et efficace des informations recueillies"
266,IER,verbalisation électronique,fonctionnalité,https://www.ugap.fr/impression-f2137,"Verbalisation électronique (TePV) :
  - Certification ANTAI, légitimant les procédures.
  - Utilisation de technologies sécurisées, assurant l'intégrité et la confidentialité des données.
  - Intégration de fonctionnalités avancées, optimisant l'efficacité des interventions sur le terrain.
 - Une Hotline niveau 1 disponible 7J/7 et 24H/24 avec une possibilité de pilotage à distance.

Forfait post-stationnement (TeFPS) et modules associés :
 - Système complet, incluant le Recours administratif préalable obligatoire (RAPO), service ayants droit et abonnés, serveur FPS, et concentrateur de tickets virtuels, assurant une gestion exhaustive et transparente du stationnement.
 - Intégration de mécanismes de sécurisation des transactions et de gestion des contestations, garantissant une procédure fiable et équitable.
 - Utilisation de protocoles de communication sécurisés, assurant la confidentialité des données et la protection des informations sensibles.
 - Interfaçabilité avec les principaux outils du marché utilisés par les polices municipales tels que concentrateurs, serveurs de tickets, véhicules LAPI.

Contrôle du stationnement payant LAPI :
 - Déploiement d'un dispositif performant permettant la lecture automatique des plaques d'immatriculation des véhicules, augmentant l'efficacité des opérations de contrôle.
  - Intégration de technologies de reconnaissance optique de caractères pour une identification précise des véhicules, réduisant les risques d'erreur.
 - Liaison avec des bases de données centralisées pour une validation rapide et efficace des informations recueillies"
267,IFOTEC,AN2V,est membre,https://an2v.org/membres/,"Immeuble « Le Périphérique »
11, avenue des Vieux Moulins 
74000 ANNECY"
